,sum_sq,df,F,PR(>F),partial_eta_sq,effect_size,sig
C(format),0.1331188606794671,2.0,4.197032892164926,0.02299304192589319,0.18908080699589305,large,*
C(chunking),1.4187593510689767,2.0,44.73129977307208,1.738553030917024e-10,0.7130618994805741,large,***
C(corpus),90.08517156290895,3.0,1893.497917154614,1.1824571058404017e-39,0.9937024334206992,large,***
C(format):C(chunking),0.06328715430150782,4.0,0.9976733082719192,0.42146071437896615,0.09979054901168455,medium,ns
C(format):C(corpus),0.558370629438919,6.0,5.868188989930384,0.0002406251649629261,0.49444687769206186,large,***
C(chunking):C(corpus),2.050746450565991,6.0,21.552293598326873,1.4521914824957832e-10,0.7822322857228715,large,***
C(format):C(chunking):C(corpus),0.15441253969847188,12.0,0.8113983057062666,0.6372983885670933,0.21288730293327643,large,ns
Residual,0.5709127266320813,36.0,,,,,
