,sum_sq,df,F,PR(>F),partial_eta_sq,effect_size,sig
C(format),0.418500036897091,2.0,1.0032891389378693,0.3700627371188037,0.018240529878196358,small,ns
C(chunking),0.4032259068224969,2.0,0.966671773443269,0.38361289877270893,0.017586507282587725,small,ns
C(corpus),35.900548404901826,3.0,57.3773430839756,2.921788343890608e-22,0.6144675055958202,large,***
C(format):C(chunking),0.08117412947704965,4.0,0.09730121300692574,0.9831197907681001,0.003590808259540635,negligible,ns
C(format):C(corpus),0.845045997186994,6.0,0.6752890451071513,0.6698332728063939,0.036159496298884555,small,ns
C(chunking):C(corpus),0.7472866984316716,6.0,0.5971681100023392,0.7320187350029927,0.032110701289039645,small,ns
C(format):C(chunking):C(corpus),0.27152766286572116,12.0,0.10849093232033559,0.9999250769318078,0.011910966715174425,small,ns
Residual,22.52491441935404,108.0,,,,,
