a,b,n,diff,p_raw,test,p_holm,sig
json,yaml,48,-0.00026041666666666574,0.5726515188314929,Wilcoxon,1.0,ns
json,toon,48,-0.00022083333333333213,0.873681663551663,Wilcoxon,1.0,ns
toon,yaml,48,-3.95833333333336e-05,0.8817669378628951,Wilcoxon,1.0,ns
