timestamp,corpus,cell,stage,provider,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd
2026-07-28T18:44:33+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,729,91,0,0,0.000164
2026-07-28T18:44:35+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,831,178,0,0,0.001721
2026-07-28T18:44:36+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,686,32,0,0,0.000122
2026-07-28T18:44:38+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,737,174,0,0,0.001607
2026-07-28T18:44:39+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,659,35,0,0,0.00012
2026-07-28T18:44:42+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,732,194,0,0,0.001702
2026-07-28T18:44:44+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,710,88,0,0,0.000159
2026-07-28T18:44:46+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,795,272,0,0,0.002155
2026-07-28T18:44:49+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,666,19,0,0,0.000111
2026-07-28T18:44:51+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,742,52,0,0,0.001002
2026-07-28T18:44:52+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,710,49,0,0,0.000136
2026-07-28T18:44:55+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,799,143,0,0,0.001514
2026-07-28T18:44:56+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,765,17,0,0,0.000125
2026-07-28T18:44:59+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,822,174,0,0,0.001692
2026-07-28T18:45:00+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,582,47,0,0,0.000116
2026-07-28T18:45:02+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,627,201,0,0,0.001632
2026-07-28T18:45:03+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,844,18,0,0,0.000137
2026-07-28T18:45:05+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,1017,148,0,0,0.001757
2026-07-28T18:45:06+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,683,28,0,0,0.000119
2026-07-28T18:45:08+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,765,111,0,0,0.00132
2026-07-28T18:45:09+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,701,81,0,0,0.000154
2026-07-28T18:45:12+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,739,228,0,0,0.001879
2026-07-28T18:45:13+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,666,9,0,0,0.000105
2026-07-28T18:45:14+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,729,70,0,0,0.001079
2026-07-28T18:45:15+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,672,15,0,0,0.00011
2026-07-28T18:45:17+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,747,157,0,0,0.001532
2026-07-28T18:45:18+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,672,31,0,0,0.000119
2026-07-28T18:45:19+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,751,117,0,0,0.001336
2026-07-28T18:45:21+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,619,30,0,0,0.000111
2026-07-28T18:45:23+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,707,211,0,0,0.001762
2026-07-28T18:45:26+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,679,28,0,0,0.000119
2026-07-28T18:45:28+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,728,179,0,0,0.001623
2026-07-28T18:45:30+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,596,50,0,0,0.000119
2026-07-28T18:45:33+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,642,197,0,0,0.001627
2026-07-28T18:45:33+00:00,msmarco,toon_recursive_512,generation,openai,gpt-4o-mini,598,15,0,0,9.9e-05
2026-07-28T18:45:36+00:00,msmarco,toon_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,653,170,0,0,0.001503
2026-07-28T18:45:37+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,719,5,0,0,0.000744
2026-07-28T18:45:38+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,628,5,0,0,0.000653
2026-07-28T18:45:39+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,885,7,0,0,0.00092
2026-07-28T18:45:40+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,874,5,0,0,0.000899
2026-07-28T18:45:41+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,807,5,0,0,0.000832
2026-07-28T18:45:41+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,838,5,0,0,0.000863
2026-07-28T18:45:43+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,842,7,0,0,0.000877
2026-07-28T18:45:44+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,794,7,0,0,0.000829
2026-07-28T18:45:44+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,898,7,0,0,0.000933
2026-07-28T18:45:45+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,790,5,0,0,0.000815
2026-07-28T18:45:46+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,879,5,0,0,0.000904
2026-07-28T18:45:47+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,751,5,0,0,0.000776
2026-07-28T18:45:51+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,951,7,0,0,0.000986
2026-07-28T18:45:52+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,796,7,0,0,0.000831
2026-07-28T18:45:52+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,810,7,0,0,0.000845
2026-07-28T18:45:53+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,780,7,0,0,0.000815
2026-07-28T18:45:54+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,901,5,0,0,0.000926
2026-07-28T18:45:55+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,843,7,0,0,0.000878
2026-07-28T18:45:56+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,874,7,0,0,0.000909
2026-07-28T18:45:57+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,880,5,0,0,0.000905
2026-07-28T18:45:58+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,851,7,0,0,0.000886
2026-07-28T18:45:59+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,792,7,0,0,0.000827
2026-07-28T18:46:00+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,737,5,0,0,0.000762
2026-07-28T18:46:01+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,873,5,0,0,0.000898
2026-07-28T18:46:02+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,956,7,0,0,0.000991
2026-07-28T18:46:03+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,828,7,0,0,0.000863
2026-07-28T18:46:04+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,790,5,0,0,0.000815
2026-07-28T18:46:04+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,790,5,0,0,0.000815
2026-07-28T18:46:05+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,770,7,0,0,0.000805
2026-07-28T18:46:06+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,834,7,0,0,0.000869
2026-07-28T18:46:07+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,902,7,0,0,0.000937
2026-07-28T18:46:08+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,981,7,0,0,0.001016
2026-07-28T18:46:09+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,933,7,0,0,0.000968
2026-07-28T18:46:10+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,765,5,0,0,0.00079
2026-07-28T18:46:11+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,772,5,0,0,0.000797
2026-07-28T18:46:12+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,905,5,0,0,0.00093
2026-07-28T18:46:13+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,764,7,0,0,0.000799
2026-07-28T18:46:14+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,855,5,0,0,0.00088
2026-07-28T18:46:15+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,843,5,0,0,0.000868
2026-07-28T18:46:16+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,679,5,0,0,0.000704
2026-07-28T18:46:17+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1042,5,0,0,0.001067
2026-07-28T18:46:18+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,801,5,0,0,0.000826
2026-07-28T18:46:19+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,827,7,0,0,0.000862
2026-07-28T18:46:20+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,743,5,0,0,0.000768
2026-07-28T18:46:20+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,765,5,0,0,0.00079
2026-07-28T18:46:21+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,783,5,0,0,0.000808
2026-07-28T18:46:22+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,745,5,0,0,0.00077
2026-07-28T18:46:23+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,763,5,0,0,0.000788
2026-07-28T18:46:24+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,701,7,0,0,0.000736
2026-07-28T18:46:25+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,671,5,0,0,0.000696
2026-07-28T18:46:26+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,803,5,0,0,0.000828
2026-07-28T18:46:26+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,653,5,0,0,0.000678
2026-07-28T18:46:27+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1010,7,0,0,0.001045
2026-07-28T18:46:28+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,908,5,0,0,0.000933
2026-07-28T18:46:29+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1012,7,0,0,0.001047
2026-07-28T18:46:30+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,933,5,0,0,0.000958
2026-07-28T18:46:31+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,880,5,0,0,0.000905
2026-07-28T18:46:32+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,856,5,0,0,0.000881
2026-07-28T18:46:33+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,998,7,0,0,0.001033
2026-07-28T18:46:34+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,986,7,0,0,0.001021
2026-07-28T18:46:34+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,964,7,0,0,0.000999
2026-07-28T18:46:36+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,864,5,0,0,0.000889
2026-07-28T18:46:37+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1070,7,0,0,0.001105
2026-07-28T18:46:39+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,877,5,0,0,0.000902
2026-07-28T18:46:40+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,990,7,0,0,0.001025
2026-07-28T18:46:41+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,914,5,0,0,0.000939
2026-07-28T18:46:41+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,960,5,0,0,0.000985
2026-07-28T18:46:43+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,894,7,0,0,0.000929
2026-07-28T18:46:44+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,953,7,0,0,0.000988
2026-07-28T18:46:44+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1054,7,0,0,0.001089
2026-07-28T18:46:45+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1048,7,0,0,0.001083
2026-07-28T18:46:46+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,943,7,0,0,0.000978
2026-07-28T18:46:47+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,822,5,0,0,0.000847
2026-07-28T18:46:49+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1068,7,0,0,0.001103
2026-07-28T18:46:50+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1122,7,0,0,0.001157
2026-07-28T18:46:51+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,994,7,0,0,0.001029
2026-07-28T18:46:52+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,928,7,0,0,0.000963
2026-07-28T18:46:52+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,885,5,0,0,0.00091
2026-07-28T18:46:53+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,895,5,0,0,0.00092
2026-07-28T18:46:54+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1039,7,0,0,0.001074
2026-07-28T18:46:55+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1065,7,0,0,0.0011
2026-07-28T18:46:56+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1198,7,0,0,0.001233
2026-07-28T18:46:57+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1010,7,0,0,0.001045
2026-07-28T18:46:58+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,904,7,0,0,0.000939
2026-07-28T18:46:59+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,925,7,0,0,0.00096
2026-07-28T18:47:00+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1062,7,0,0,0.001097
2026-07-28T18:47:00+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,794,5,0,0,0.000819
2026-07-28T18:47:01+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,939,5,0,0,0.000964
2026-07-28T18:47:02+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,995,7,0,0,0.00103
2026-07-28T18:47:03+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,829,7,0,0,0.000864
2026-07-28T18:47:05+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,1165,7,0,0,0.0012
2026-07-28T18:47:06+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,877,5,0,0,0.000902
2026-07-28T18:47:07+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,967,7,0,0,0.001002
2026-07-28T18:47:08+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,801,5,0,0,0.000826
2026-07-28T18:47:09+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,904,7,0,0,0.000939
2026-07-28T18:47:10+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,865,7,0,0,0.0009
2026-07-28T18:47:11+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,920,7,0,0,0.000955
2026-07-28T18:47:12+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,907,7,0,0,0.000942
2026-07-28T18:47:13+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,840,7,0,0,0.000875
2026-07-28T18:47:15+00:00,msmarco,toon_recursive_512,judge,anthropic,claude-haiku-4-5-20251001,822,7,0,0,0.000857
2026-07-28T18:48:45+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,702,9,0,0,0.000111
2026-07-28T18:48:47+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,781,99,0,0,0.001276
2026-07-28T18:48:48+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,613,19,0,0,0.000103
2026-07-28T18:48:49+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,677,48,0,0,0.000917
2026-07-28T18:48:50+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,820,62,0,0,0.00016
2026-07-28T18:48:53+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,878,197,0,0,0.001863
2026-07-28T18:48:54+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,849,21,0,0,0.00014
2026-07-28T18:48:55+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,924,68,0,0,0.001264
2026-07-28T18:48:56+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,775,28,0,0,0.000133
2026-07-28T18:48:59+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,857,228,0,0,0.001997
2026-07-28T18:49:00+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,754,31,0,0,0.000132
2026-07-28T18:49:02+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,874,114,0,0,0.001444
2026-07-28T18:49:03+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,855,17,0,0,0.000138
2026-07-28T18:49:05+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,923,65,0,0,0.001248
2026-07-28T18:49:06+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,722,50,0,0,0.000138
2026-07-28T18:49:08+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,788,170,0,0,0.001638
2026-07-28T18:49:10+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,834,63,0,0,0.000163
2026-07-28T18:49:12+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,904,169,0,0,0.001749
2026-07-28T18:49:13+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,678,38,0,0,0.000124
2026-07-28T18:49:16+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,765,188,0,0,0.001705
2026-07-28T18:49:17+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,771,74,0,0,0.00016
2026-07-28T18:49:19+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,869,156,0,0,0.001649
2026-07-28T18:49:20+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,725,34,0,0,0.000129
2026-07-28T18:49:23+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,789,202,0,0,0.001799
2026-07-28T18:49:25+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,842,79,0,0,0.000174
2026-07-28T18:49:27+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,936,224,0,0,0.002056
2026-07-28T18:49:29+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,666,51,0,0,0.000131
2026-07-28T18:49:31+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,788,146,0,0,0.001518
2026-07-28T18:49:32+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,698,77,0,0,0.000151
2026-07-28T18:49:34+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,808,233,0,0,0.001973
2026-07-28T18:49:36+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,677,43,0,0,0.000127
2026-07-28T18:49:37+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,781,166,0,0,0.001611
2026-07-28T18:49:39+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,854,73,0,0,0.000172
2026-07-28T18:49:41+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,919,128,0,0,0.001559
2026-07-28T18:49:43+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,731,102,0,0,0.000171
2026-07-28T18:49:45+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,803,160,0,0,0.001603
2026-07-28T18:49:47+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,754,72,0,0,0.000156
2026-07-28T18:49:49+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,846,198,0,0,0.001836
2026-07-28T18:49:51+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,825,52,0,0,0.000155
2026-07-28T18:49:53+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,936,204,0,0,0.001956
2026-07-28T18:49:55+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,797,41,0,0,0.000144
2026-07-28T18:49:57+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,872,234,0,0,0.002042
2026-07-28T18:49:59+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,736,40,0,0,0.000134
2026-07-28T18:50:01+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,827,151,0,0,0.001582
2026-07-28T18:50:02+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,648,44,0,0,0.000124
2026-07-28T18:50:04+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,753,141,0,0,0.001458
2026-07-28T18:50:05+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,802,39,0,0,0.000144
2026-07-28T18:50:08+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,897,236,0,0,0.002077
2026-07-28T18:50:10+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,803,79,0,0,0.000168
2026-07-28T18:50:12+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,948,214,0,0,0.002018
2026-07-28T18:50:14+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,755,68,0,0,0.000154
2026-07-28T18:50:16+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,833,170,0,0,0.001683
2026-07-28T18:50:17+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,770,31,0,0,0.000134
2026-07-28T18:50:19+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,837,141,0,0,0.001542
2026-07-28T18:50:20+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,737,20,0,0,0.000123
2026-07-28T18:50:22+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,820,142,0,0,0.00153
2026-07-28T18:50:24+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,712,59,0,0,0.000142
2026-07-28T18:50:26+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,767,204,0,0,0.001787
2026-07-28T18:50:27+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,813,45,0,0,0.000149
2026-07-28T18:50:30+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,882,199,0,0,0.001877
2026-07-28T18:50:32+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,770,82,0,0,0.000165
2026-07-28T18:50:35+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,880,232,0,0,0.00204
2026-07-28T18:50:36+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,898,58,0,0,0.00017
2026-07-28T18:50:39+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,997,278,0,0,0.002387
2026-07-28T18:50:40+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,804,60,0,0,0.000157
2026-07-28T18:50:42+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,903,162,0,0,0.001713
2026-07-28T18:50:44+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,762,69,0,0,0.000156
2026-07-28T18:50:46+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,821,178,0,0,0.001711
2026-07-28T18:50:48+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,722,34,0,0,0.000129
2026-07-28T18:50:50+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,803,126,0,0,0.001433
2026-07-28T18:50:52+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,773,105,0,0,0.000179
2026-07-28T18:50:55+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,868,262,0,0,0.002178
2026-07-28T18:50:56+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,742,19,0,0,0.000123
2026-07-28T18:50:57+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,821,56,0,0,0.001101
2026-07-28T18:50:58+00:00,msmarco,yaml_recursive_512,generation,openai,gpt-4o-mini,754,49,0,0,0.000142
2026-07-28T18:51:00+00:00,msmarco,yaml_recursive_512,generation,anthropic,claude-haiku-4-5-20251001,845,91,0,0,0.0013
