run_id,commit,timestamp,cell_type,corpus,format,chunking,chunk_size,generator,reranked,late_chunking,n_docs,n_chunks,n_questions,recall_at_5,mrr,ndcg_at_5,faithfulness,ragas_faithfulness,ragas_answer_relevance,factscore,selfcheck_consistency,indexing_tokens,retrieval_tokens,prompt_tokens,output_tokens,ctx_tokens_per_query,contextualization_overhead_pct,token_saving_vs_baseline_pct,latency_s_mean,latency_s_p95,cost_usd
hotpotqa_json_fixed_256_gpt,4f24364,2026-07-28T19:56:58+00:00,core,hotpotqa,json,fixed,256,gpt,0,0,498,523,50,0.88,0.9733,0.8595,0.825,0.7986,0.8867,0.8568,0.9835,101452,927.9,970.0,25.5,927.9,35.37,,1.19,2.06,0.33435
hotpotqa_json_fixed_256_claude,4f24364,2026-07-28T19:56:58+00:00,core,hotpotqa,json,fixed,256,claude,0,0,498,523,50,0.88,0.9733,0.8595,0.94,0.8976,0.8666,0.9312,0.9725,101452,927.9,970.0,72.0,927.9,35.37,,1.87,3.04,0.33435
hotpotqa_toon_fixed_256_gpt,4f24364,2026-07-28T20:16:19+00:00,core,hotpotqa,toon,fixed,256,gpt,0,0,498,523,50,0.88,0.9767,0.8541,0.765,0.7607,0.8869,0.8347,0.9861,102444,871.9,913.9,25.5,871.9,35.37,-0.98,1.13,2.09,0.32845
hotpotqa_toon_fixed_256_claude,4f24364,2026-07-28T20:16:19+00:00,core,hotpotqa,toon,fixed,256,claude,0,0,498,523,50,0.88,0.9767,0.8541,0.8634,0.9082,0.8655,0.9169,0.9756,102444,871.9,913.9,74.3,871.9,35.37,-0.98,1.81,2.71,0.32845
hotpotqa_yaml_fixed_256_gpt,4f24364,2026-07-28T20:34:34+00:00,core,hotpotqa,yaml,fixed,256,gpt,0,0,498,523,50,0.87,0.9733,0.8491,0.785,0.7694,0.8874,0.8049,0.9866,100304,936.8,978.8,25.5,936.8,35.37,1.13,1.22,1.77,0.3346
hotpotqa_yaml_fixed_256_claude,4f24364,2026-07-28T20:34:34+00:00,core,hotpotqa,yaml,fixed,256,claude,0,0,498,523,50,0.87,0.9733,0.8491,0.9234,0.8895,0.8614,0.9098,0.9736,100304,936.8,978.8,70.4,936.8,35.37,1.13,1.61,2.39,0.3346
hotpotqa_json_fixed_512_gpt,4f24364,2026-07-28T20:52:22+00:00,core,hotpotqa,json,fixed,512,gpt,0,0,498,500,50,0.87,0.9733,0.8529,0.815,0.825,0.888,0.8391,0.9878,99213,929.2,971.2,25.2,929.2,32.96,,1.18,1.84,0.3333
hotpotqa_json_fixed_512_claude,4f24364,2026-07-28T20:52:22+00:00,core,hotpotqa,json,fixed,512,claude,0,0,498,500,50,0.87,0.9733,0.8529,0.945,0.9245,0.8674,0.9078,0.9735,99213,929.2,971.2,71.1,929.2,32.96,,1.68,2.31,0.3333
hotpotqa_toon_fixed_512_gpt,4f24364,2026-07-28T21:10:53+00:00,core,hotpotqa,toon,fixed,512,gpt,0,0,498,500,50,0.88,0.9733,0.8541,0.75,0.7951,0.8908,0.793,0.9835,100145,876.7,918.7,26.1,876.7,32.96,-0.94,1.51,3.98,0.33
hotpotqa_toon_fixed_512_claude,4f24364,2026-07-28T21:10:53+00:00,core,hotpotqa,toon,fixed,512,claude,0,0,498,500,50,0.88,0.9733,0.8541,0.8984,0.9265,0.8664,0.9181,0.9722,100145,876.7,918.7,75.4,876.7,32.96,-0.94,2.09,3.92,0.33
hotpotqa_yaml_fixed_512_gpt,4f24364,2026-07-28T21:28:51+00:00,core,hotpotqa,yaml,fixed,512,gpt,0,0,498,500,50,0.87,0.9733,0.8467,0.775,0.7661,0.8886,0.8063,0.9849,98086,926.0,968.0,24.8,926.0,32.96,1.14,1.35,2.03,0.3331
hotpotqa_yaml_fixed_512_claude,4f24364,2026-07-28T21:28:51+00:00,core,hotpotqa,yaml,fixed,512,claude,0,0,498,500,50,0.87,0.9733,0.8467,0.9334,0.9271,0.8634,0.9275,0.9757,98086,926.0,968.0,71.9,926.0,32.96,1.14,1.83,2.87,0.3331
hotpotqa_json_recursive_256_gpt,4f24364,2026-07-28T21:46:36+00:00,core,hotpotqa,json,recursive,256,gpt,0,0,498,526,50,0.87,0.9733,0.8534,0.8,0.8133,0.8896,0.8425,0.9892,101474,924.8,966.8,25.0,924.8,35.35,,1.26,2.25,0.3333
hotpotqa_json_recursive_256_claude,4f24364,2026-07-28T21:46:36+00:00,core,hotpotqa,json,recursive,256,claude,0,0,498,526,50,0.87,0.9733,0.8534,0.9234,0.9145,0.8699,0.9184,0.972,101474,924.8,966.8,71.1,924.8,35.35,,1.77,2.51,0.3333
hotpotqa_toon_recursive_256_gpt,4f24364,2026-07-28T22:04:22+00:00,core,hotpotqa,toon,recursive,256,gpt,0,0,498,526,50,0.87,0.9767,0.8551,0.7584,0.7637,0.8872,0.8183,0.9856,102469,873.2,915.3,25.3,873.2,35.35,-0.98,1.3,1.95,0.32945
hotpotqa_toon_recursive_256_claude,4f24364,2026-07-28T22:04:22+00:00,core,hotpotqa,toon,recursive,256,claude,0,0,498,526,50,0.87,0.9767,0.8551,0.9184,0.9065,0.8686,0.914,0.9799,102469,873.2,915.3,74.3,873.2,35.35,-0.98,2.01,3.76,0.32945
hotpotqa_yaml_recursive_256_gpt,4f24364,2026-07-28T22:21:46+00:00,core,hotpotqa,yaml,recursive,256,gpt,0,0,498,526,50,0.87,0.9733,0.8508,0.762,0.7577,0.887,0.8196,0.9885,100315,927.4,969.4,25.7,927.4,35.35,1.14,1.14,2.0,0.3328
hotpotqa_yaml_recursive_256_claude,4f24364,2026-07-28T22:21:46+00:00,core,hotpotqa,yaml,recursive,256,claude,0,0,498,526,50,0.87,0.9733,0.8508,0.9134,0.9321,0.8673,0.9075,0.9756,100315,927.4,969.4,70.7,927.4,35.35,1.14,1.88,2.93,0.3328
hotpotqa_json_recursive_512_gpt,4f24364,2026-07-28T22:39:05+00:00,core,hotpotqa,json,recursive,512,gpt,0,0,498,500,50,0.87,0.9733,0.8516,0.81,0.801,0.8854,0.8554,0.9834,99244,925.3,967.3,25.9,925.3,33.02,,1.34,2.34,0.3338
hotpotqa_json_recursive_512_claude,4f24364,2026-07-28T22:39:05+00:00,core,hotpotqa,json,recursive,512,claude,0,0,498,500,50,0.87,0.9733,0.8516,0.92,0.9432,0.8687,0.943,0.9732,99244,925.3,967.3,71.3,925.3,33.02,,2.02,3.54,0.3338
hotpotqa_toon_recursive_512_gpt,4f24364,2026-07-28T22:55:56+00:00,core,hotpotqa,toon,recursive,512,gpt,0,0,498,500,50,0.87,0.9733,0.8516,0.75,0.7925,0.8877,0.8214,0.984,100173,875.2,917.2,26.1,875.2,33.02,-0.94,1.39,2.46,0.32805
hotpotqa_toon_recursive_512_claude,4f24364,2026-07-28T22:55:56+00:00,core,hotpotqa,toon,recursive,512,claude,0,0,498,500,50,0.87,0.9733,0.8516,0.8934,0.9164,0.8603,0.9268,0.9711,100173,875.2,917.2,75.8,875.2,33.02,-0.94,1.76,2.51,0.32805
hotpotqa_yaml_recursive_512_gpt,4f24364,2026-07-28T23:13:07+00:00,core,hotpotqa,yaml,recursive,512,gpt,0,0,498,500,50,0.87,0.9733,0.8478,0.7534,0.7593,0.8891,0.798,0.987,98118,927.2,969.2,26.5,927.2,33.02,1.13,1.49,4.19,0.3328
hotpotqa_yaml_recursive_512_claude,4f24364,2026-07-28T23:13:07+00:00,core,hotpotqa,yaml,recursive,512,claude,0,0,498,500,50,0.87,0.9733,0.8478,0.9318,0.9046,0.8608,0.9172,0.9758,98118,927.2,969.2,70.2,927.2,33.02,1.13,1.77,2.52,0.3328
hotpotqa_json_semantic_256_gpt,4f24364,2026-07-28T23:30:50+00:00,core,hotpotqa,json,semantic,256,gpt,0,0,498,899,50,0.77,0.965,0.7791,0.855,0.7895,0.8876,0.8039,0.9799,130070,692.1,734.1,27.3,692.1,65.67,,1.62,3.84,0.28505
hotpotqa_json_semantic_256_claude,4f24364,2026-07-28T23:30:50+00:00,core,hotpotqa,json,semantic,256,claude,0,0,498,899,50,0.77,0.965,0.7791,0.9184,0.9167,0.8657,0.9403,0.9724,130070,692.1,734.1,67.8,692.1,65.67,,1.63,2.47,0.28505
hotpotqa_toon_semantic_256_gpt,4f24364,2026-07-28T23:48:19+00:00,core,hotpotqa,toon,semantic,256,gpt,0,0,498,899,50,0.8,0.965,0.793,0.815,0.7581,0.889,0.813,0.9832,131721,630.1,672.1,26.2,630.1,65.67,-1.27,1.59,3.7,0.27685
hotpotqa_toon_semantic_256_claude,4f24364,2026-07-28T23:48:19+00:00,core,hotpotqa,toon,semantic,256,claude,0,0,498,899,50,0.8,0.965,0.793,0.905,0.9203,0.8695,0.9541,0.9658,131721,630.1,672.1,73.5,630.1,65.67,-1.27,1.63,2.33,0.27685
hotpotqa_yaml_semantic_256_gpt,4f24364,2026-07-29T00:04:56+00:00,core,hotpotqa,yaml,semantic,256,gpt,0,0,498,899,50,0.77,0.955,0.7728,0.7586,0.7578,0.8864,0.7778,0.9752,127847,691.8,733.9,26.7,691.8,65.67,1.71,2.14,6.91,0.2857
hotpotqa_yaml_semantic_256_claude,4f24364,2026-07-29T00:04:56+00:00,core,hotpotqa,yaml,semantic,256,claude,0,0,498,899,50,0.77,0.955,0.7728,0.9068,0.9141,0.86,0.9289,0.9716,127847,691.8,733.9,69.2,691.8,65.67,1.71,1.62,2.53,0.2857
hotpotqa_json_semantic_512_gpt,4f24364,2026-07-29T00:22:55+00:00,core,hotpotqa,json,semantic,512,gpt,0,0,498,893,50,0.78,0.9617,0.7776,0.7884,0.7683,0.8831,0.8284,0.9764,129471,697.4,739.4,26.6,697.4,65.0,,1.86,3.83,0.287
hotpotqa_json_semantic_512_claude,4f24364,2026-07-29T00:22:55+00:00,core,hotpotqa,json,semantic,512,claude,0,0,498,893,50,0.78,0.9617,0.7776,0.8934,0.9268,0.8677,0.9352,0.9694,129471,697.4,739.4,69.1,697.4,65.0,,1.52,2.0,0.287
hotpotqa_toon_semantic_512_gpt,4f24364,2026-07-29T00:40:02+00:00,core,hotpotqa,toon,semantic,512,gpt,0,0,498,893,50,0.8,0.9617,0.7901,0.78,0.7851,0.8905,0.8128,0.9817,131105,636.3,678.3,26.6,636.3,65.0,-1.26,1.23,2.3,0.27925
hotpotqa_toon_semantic_512_claude,4f24364,2026-07-29T00:40:02+00:00,core,hotpotqa,toon,semantic,512,claude,0,0,498,893,50,0.8,0.9617,0.7901,0.915,0.9347,0.8707,0.9515,0.9684,131105,636.3,678.3,76.1,636.3,65.0,-1.26,1.73,2.78,0.27925
hotpotqa_yaml_semantic_512_gpt,4f24364,2026-07-29T00:57:07+00:00,core,hotpotqa,yaml,semantic,512,gpt,0,0,498,893,50,0.78,0.9517,0.7757,0.8112,0.7648,0.8802,0.8355,0.9751,127261,688.0,730.0,25.8,688.0,65.0,1.71,1.34,1.9,0.28555
hotpotqa_yaml_semantic_512_claude,4f24364,2026-07-29T00:57:07+00:00,core,hotpotqa,yaml,semantic,512,claude,0,0,498,893,50,0.78,0.9517,0.7757,0.895,0.902,0.8604,0.9256,0.967,127261,688.0,730.0,70.5,688.0,65.0,1.71,1.61,2.78,0.28555
msmarco_json_fixed_256_gpt,4f24364,2026-07-29T01:18:33+00:00,core,msmarco,json,fixed,256,gpt,0,0,500,500,50,0.9667,0.6753,0.7369,0.9226,0.9461,0.8734,0.9505,0.9609,68321,690.9,719.9,52.0,690.9,58.63,,1.74,2.89,0.3704
msmarco_json_fixed_256_claude,4f24364,2026-07-29T01:18:33+00:00,core,msmarco,json,fixed,256,claude,0,0,500,500,50,0.9667,0.6753,0.7369,0.958,0.9546,0.8634,0.9469,0.9579,68321,690.9,719.9,144.8,690.9,58.63,,2.25,3.18,0.3704
msmarco_toon_fixed_256_gpt,4f24364,2026-07-29T01:40:11+00:00,core,msmarco,toon,fixed,256,gpt,0,0,500,500,50,0.9733,0.7187,0.7752,0.8866,0.9215,0.8735,0.9242,0.968,69447,643.2,672.2,47.2,643.2,58.63,-1.65,1.74,3.43,0.36575
msmarco_toon_fixed_256_claude,4f24364,2026-07-29T01:40:11+00:00,core,msmarco,toon,fixed,256,claude,0,0,500,500,50,0.9733,0.7187,0.7752,0.954,0.9442,0.8596,0.9495,0.9529,69447,643.2,672.2,153.9,643.2,58.63,-1.65,2.31,3.82,0.36575
msmarco_yaml_fixed_256_gpt,4f24364,2026-07-29T02:01:23+00:00,core,msmarco,yaml,fixed,256,gpt,0,0,500,500,50,0.9733,0.7053,0.7634,0.9125,0.933,0.8718,0.9198,0.9714,67538,708.3,737.3,45.7,708.3,58.63,1.15,1.73,4.2,0.371
msmarco_yaml_fixed_256_claude,4f24364,2026-07-29T02:01:23+00:00,core,msmarco,yaml,fixed,256,claude,0,0,500,500,50,0.9733,0.7053,0.7634,0.951,0.9569,0.856,0.9568,0.9609,67538,708.3,737.3,147.1,708.3,58.63,1.15,2.28,3.23,0.371
msmarco_json_fixed_512_gpt,4f24364,2026-07-29T02:22:48+00:00,core,msmarco,json,fixed,512,gpt,0,0,500,500,50,0.9667,0.6653,0.7311,0.92,0.9394,0.8716,0.9904,0.9596,68157,693.0,722.1,50.1,693.0,58.13,,1.47,2.59,0.36745
msmarco_json_fixed_512_claude,4f24364,2026-07-29T02:22:48+00:00,core,msmarco,json,fixed,512,claude,0,0,500,500,50,0.9667,0.6653,0.7311,0.947,0.9478,0.8577,0.945,0.9603,68157,693.0,722.1,140.3,693.0,58.13,,2.31,3.72,0.36745
msmarco_toon_fixed_512_gpt,4f24364,2026-07-29T02:43:54+00:00,core,msmarco,toon,fixed,512,gpt,0,0,500,500,50,0.9667,0.7187,0.7696,0.9024,0.9265,0.8701,0.9335,0.9694,69278,647.4,676.4,46.4,647.4,58.13,-1.64,1.62,4.12,0.36325
msmarco_toon_fixed_512_claude,4f24364,2026-07-29T02:43:54+00:00,core,msmarco,toon,fixed,512,claude,0,0,500,500,50,0.9667,0.7187,0.7696,0.951,0.9442,0.8594,0.9356,0.956,69278,647.4,676.4,150.4,647.4,58.13,-1.64,2.52,4.53,0.36325
msmarco_yaml_fixed_512_gpt,4f24364,2026-07-29T03:04:47+00:00,core,msmarco,yaml,fixed,512,gpt,0,0,500,500,50,0.9667,0.708,0.761,0.9135,0.909,0.8743,0.8959,0.9652,67377,712.8,741.8,46.2,712.8,58.13,1.14,1.28,1.81,0.37065
msmarco_yaml_fixed_512_claude,4f24364,2026-07-29T03:04:47+00:00,core,msmarco,yaml,fixed,512,claude,0,0,500,500,50,0.9667,0.708,0.761,0.954,0.9575,0.8613,0.9645,0.9571,67377,712.8,741.8,144.1,712.8,58.13,1.14,2.19,3.05,0.37065
msmarco_json_recursive_256_gpt,4f24364,2026-07-29T03:26:20+00:00,core,msmarco,json,recursive,256,gpt,0,0,500,500,50,0.9567,0.6687,0.7269,0.927,0.947,0.8719,0.9531,0.9589,68263,692.4,721.4,48.2,692.4,58.45,,1.54,2.83,0.3679
msmarco_json_recursive_256_claude,4f24364,2026-07-29T03:26:20+00:00,core,msmarco,json,recursive,256,claude,0,0,500,500,50,0.9567,0.6687,0.7269,0.947,0.9324,0.8574,0.9632,0.9617,68263,692.4,721.4,141.5,692.4,58.45,,2.18,3.09,0.3679
msmarco_toon_recursive_256_gpt,4f24364,2026-07-29T03:47:31+00:00,core,msmarco,toon,recursive,256,gpt,0,0,500,500,50,0.9667,0.7087,0.7642,0.8948,0.9384,0.8774,0.9095,0.9699,69389,646.3,675.3,46.0,646.3,58.45,-1.65,1.38,2.48,0.36325
msmarco_toon_recursive_256_claude,4f24364,2026-07-29T03:47:31+00:00,core,msmarco,toon,recursive,256,claude,0,0,500,500,50,0.9667,0.7087,0.7642,0.948,0.9445,0.8614,0.9474,0.9527,69389,646.3,675.3,148.7,646.3,58.45,-1.65,2.29,3.34,0.36325
msmarco_yaml_recursive_256_gpt,4f24364,2026-07-29T04:08:04+00:00,core,msmarco,yaml,recursive,256,gpt,0,0,500,500,50,0.9667,0.6927,0.7501,0.9156,0.9241,0.8732,0.9154,0.9635,67480,712.8,741.8,46.4,712.8,58.45,1.15,1.31,1.98,0.3719
msmarco_yaml_recursive_256_claude,4f24364,2026-07-29T04:08:04+00:00,core,msmarco,yaml,recursive,256,claude,0,0,500,500,50,0.9667,0.6927,0.7501,0.9464,0.9463,0.8577,0.9461,0.9574,67480,712.8,741.8,147.1,712.8,58.45,1.15,2.18,3.0,0.3719
msmarco_json_recursive_512_gpt,4f24364,2026-07-29T04:29:39+00:00,core,msmarco,json,recursive,512,gpt,0,0,500,500,50,0.9567,0.667,0.7247,0.9246,0.9386,0.8683,0.9462,0.9556,68246,693.1,722.1,52.1,693.1,58.4,,1.41,2.0,0.37005
msmarco_json_recursive_512_claude,4f24364,2026-07-29T04:29:39+00:00,core,msmarco,json,recursive,512,claude,0,0,500,500,50,0.9567,0.667,0.7247,0.96,0.9677,0.8595,0.9654,0.9548,68246,693.1,722.1,142.0,693.1,58.4,,2.24,3.08,0.37005
msmarco_toon_recursive_512_gpt,4f24364,2026-07-29T04:50:48+00:00,core,msmarco,toon,recursive,512,gpt,0,0,500,500,50,0.9667,0.7203,0.7689,0.912,0.9155,0.8745,0.9335,0.9691,69371,645.7,674.7,45.3,645.7,58.4,-1.65,1.38,2.55,0.36465
msmarco_toon_recursive_512_claude,4f24364,2026-07-29T04:50:48+00:00,core,msmarco,toon,recursive,512,claude,0,0,500,500,50,0.9667,0.7203,0.7689,0.943,0.9616,0.8605,0.9613,0.9534,69371,645.7,674.7,154.6,645.7,58.4,-1.65,2.27,3.15,0.36465
msmarco_yaml_recursive_512_gpt,4f24364,2026-07-29T05:12:28+00:00,core,msmarco,yaml,recursive,512,gpt,0,0,500,500,50,0.9567,0.7103,0.7574,0.8982,0.9541,0.87,0.9546,0.97,67462,711.9,740.9,47.5,711.9,58.4,1.15,1.43,2.0,0.37255
msmarco_yaml_recursive_512_claude,4f24364,2026-07-29T05:12:28+00:00,core,msmarco,yaml,recursive,512,claude,0,0,500,500,50,0.9567,0.7103,0.7574,0.955,0.9554,0.8591,0.9477,0.9527,67462,711.9,740.9,147.6,711.9,58.4,1.15,2.14,2.8,0.37255
msmarco_json_semantic_256_gpt,4f24364,2026-07-29T05:34:38+00:00,core,msmarco,json,semantic,256,gpt,0,0,500,795,50,0.9067,0.623,0.6853,0.928,0.9329,0.8686,0.9452,0.9683,89539,600.6,629.6,44.2,600.6,93.9,,1.59,2.74,0.34145
msmarco_json_semantic_256_claude,4f24364,2026-07-29T05:34:38+00:00,core,msmarco,json,semantic,256,claude,0,0,500,795,50,0.9067,0.623,0.6853,0.961,0.9469,0.8621,0.9669,0.9617,89539,600.6,629.6,138.9,600.6,93.9,,2.42,4.1,0.34145
msmarco_toon_semantic_256_gpt,4f24364,2026-07-29T05:56:04+00:00,core,msmarco,toon,semantic,256,gpt,0,0,500,795,50,0.9333,0.7013,0.7543,0.8766,0.9102,0.8734,0.9543,0.9693,91257,542.0,571.0,42.3,542.0,93.9,-1.92,1.53,2.7,0.3292
msmarco_toon_semantic_256_claude,4f24364,2026-07-29T05:56:04+00:00,core,msmarco,toon,semantic,256,claude,0,0,500,795,50,0.9333,0.7013,0.7543,0.9608,0.9356,0.8589,0.9398,0.9559,91257,542.0,571.0,140.3,542.0,93.9,-1.92,2.1,2.95,0.3292
msmarco_yaml_semantic_256_gpt,4f24364,2026-07-29T06:17:49+00:00,core,msmarco,yaml,semantic,256,gpt,0,0,500,795,50,0.9733,0.711,0.7701,0.875,0.9354,0.8751,0.9583,0.9727,88137,602.2,631.3,43.0,602.2,93.9,1.57,1.46,2.72,0.3382
msmarco_yaml_semantic_256_claude,4f24364,2026-07-29T06:17:49+00:00,core,msmarco,yaml,semantic,256,claude,0,0,500,795,50,0.9733,0.711,0.7701,0.954,0.9329,0.8615,0.9476,0.9603,88137,602.2,631.3,133.4,602.2,93.9,1.57,2.04,2.87,0.3382
msmarco_json_semantic_512_gpt,4f24364,2026-07-29T07:03:18+00:00,core,msmarco,json,semantic,512,gpt,0,0,500,795,50,0.8867,0.6053,0.667,0.936,0.9348,0.8673,0.9571,0.9667,89639,596.1,625.1,44.9,596.1,94.2,,1.27,2.16,0.4228
msmarco_json_semantic_512_claude,4f24364,2026-07-29T07:03:18+00:00,core,msmarco,json,semantic,512,claude,0,0,500,795,50,0.8867,0.6053,0.667,0.96,0.9649,0.8654,0.959,0.9621,89639,596.1,625.1,138.7,596.1,94.2,,2.29,3.53,0.4228
msmarco_toon_semantic_512_gpt,4f24364,2026-07-29T07:31:51+00:00,core,msmarco,toon,semantic,512,gpt,0,0,500,795,50,0.8933,0.6713,0.7213,0.875,0.9083,0.8754,0.9524,0.9634,91356,542.2,571.2,43.2,542.2,94.2,-1.92,1.26,2.28,0.4046
msmarco_toon_semantic_512_claude,4f24364,2026-07-29T07:31:51+00:00,core,msmarco,toon,semantic,512,claude,0,0,500,795,50,0.8933,0.6713,0.7213,0.94,0.9528,0.8608,0.9514,0.9622,91356,542.2,571.2,136.3,542.2,94.2,-1.92,2.3,3.31,0.4046
msmarco_yaml_semantic_512_gpt,26f217f,2026-07-30T09:34:50+00:00,core,msmarco,yaml,semantic,512,gpt,0,0,500,795,50,0.8933,0.6797,0.7281,0.9,0.9284,0.8796,0.9502,0.9685,88232,600.9,629.9,44.5,600.9,94.2,1.57,1.2,2.01,0.3307
msmarco_yaml_semantic_512_claude,26f217f,2026-07-30T09:34:50+00:00,core,msmarco,yaml,semantic,512,claude,0,0,500,795,50,0.8933,0.6797,0.7281,0.9482,0.9738,0.8618,0.9741,0.9587,88232,600.9,629.9,138.6,600.9,94.2,1.57,2.14,2.88,0.3307
financebench_json_fixed_256_gpt,26f217f,2026-07-30T10:11:05+00:00,core,financebench,json,fixed,256,gpt,0,0,41,97,50,0.98,0.904,0.9234,0.892,0.8387,0.8894,0.8158,0.9611,28814,1500.4,1557.1,98.3,1500.4,25.48,,2.35,5.77,0.71665
financebench_json_fixed_256_claude,26f217f,2026-07-30T10:11:05+00:00,core,financebench,json,fixed,256,claude,0,0,41,97,50,0.98,0.904,0.9234,0.939,0.8778,0.8748,0.9106,0.9582,28814,1500.4,1557.1,135.2,1500.4,25.48,,2.6,4.92,0.71665
financebench_toon_fixed_256_gpt,26f217f,2026-07-30T10:43:31+00:00,core,financebench,toon,fixed,256,gpt,0,0,41,97,50,0.98,0.848,0.8812,0.896,0.8174,0.8922,0.8038,0.9636,29071,1449.4,1506.1,98.0,1449.4,25.48,-0.89,2.16,4.68,0.7
financebench_toon_fixed_256_claude,26f217f,2026-07-30T10:43:31+00:00,core,financebench,toon,fixed,256,claude,0,0,41,97,50,0.98,0.848,0.8812,0.929,0.8464,0.8772,0.8896,0.9526,29071,1449.4,1506.1,138.7,1449.4,25.48,-0.89,2.57,4.19,0.7
financebench_yaml_fixed_256_gpt,26f217f,2026-07-30T12:19:47+00:00,core,financebench,yaml,fixed,256,gpt,0,0,41,97,50,0.98,0.909,0.9268,0.927,0.8732,0.8875,0.8469,0.9649,28725,1504.3,1561.0,99.4,1504.3,25.48,0.31,2.19,4.43,0.3044
financebench_yaml_fixed_256_claude,26f217f,2026-07-30T12:19:47+00:00,core,financebench,yaml,fixed,256,claude,0,0,41,97,50,0.98,0.909,0.9268,0.942,0.8944,0.8757,0.9121,0.9511,28725,1504.3,1561.0,139.2,1504.3,25.48,0.31,2.46,3.85,0.3044
financebench_json_fixed_512_gpt,26f217f,2026-07-30T12:54:53+00:00,core,financebench,json,fixed,512,gpt,0,0,41,60,50,1.0,0.87,0.9034,0.909,0.8482,0.8954,0.8805,0.9626,25498,2423.3,2479.9,98.8,2423.3,15.74,,2.19,5.71,0.99185
financebench_json_fixed_512_claude,26f217f,2026-07-30T12:54:53+00:00,core,financebench,json,fixed,512,claude,0,0,41,60,50,1.0,0.87,0.9034,0.973,0.8601,0.8816,0.9143,0.9581,25498,2423.3,2479.9,142.1,2423.3,15.74,,2.58,4.73,0.99185
financebench_toon_fixed_512_gpt,26f217f,2026-07-30T13:27:55+00:00,core,financebench,toon,fixed,512,gpt,0,0,41,60,50,1.0,0.87,0.9034,0.925,0.8309,0.8944,0.8654,0.966,25656,2359.0,2415.7,98.0,2359.0,15.74,-0.62,2.0,4.73,0.97195
financebench_toon_fixed_512_claude,26f217f,2026-07-30T13:27:55+00:00,core,financebench,toon,fixed,512,claude,0,0,41,60,50,1.0,0.87,0.9034,0.965,0.8543,0.8809,0.8777,0.9565,25656,2359.0,2415.7,146.9,2359.0,15.74,-0.62,2.55,4.02,0.97195
financebench_yaml_fixed_512_gpt,26f217f,2026-07-30T14:02:57+00:00,core,financebench,yaml,fixed,512,gpt,0,0,41,60,50,1.0,0.9,0.9256,0.912,0.8899,0.892,0.9074,0.9636,25438,2391.7,2448.4,104.2,2391.7,15.74,0.24,2.2,4.69,0.98465
financebench_yaml_fixed_512_claude,26f217f,2026-07-30T14:02:57+00:00,core,financebench,yaml,fixed,512,claude,0,0,41,60,50,1.0,0.9,0.9256,0.945,0.8672,0.8766,0.923,0.953,25438,2391.7,2448.4,143.4,2391.7,15.74,0.24,2.58,4.07,0.98465
financebench_json_recursive_256_gpt,26f217f,2026-07-30T14:39:35+00:00,core,financebench,json,recursive,256,gpt,0,0,41,133,50,0.96,0.865,0.8891,0.91,0.8369,0.8902,0.8833,0.965,31956,1320.1,1376.8,89.8,1320.1,34.98,,2.26,4.8,0.65535
financebench_json_recursive_256_claude,26f217f,2026-07-30T14:39:35+00:00,core,financebench,json,recursive,256,claude,0,0,41,133,50,0.96,0.865,0.8891,0.967,0.8831,0.8697,0.9077,0.9627,31956,1320.1,1376.8,131.8,1320.1,34.98,,2.3,3.66,0.65535
financebench_toon_recursive_256_gpt,26f217f,2026-07-30T15:13:38+00:00,core,financebench,toon,recursive,256,gpt,0,0,41,133,50,0.96,0.8707,0.8934,0.91,0.7956,0.8909,0.7962,0.9651,32299,1263.3,1320.0,93.1,1263.3,34.98,-1.07,2.66,5.64,0.64215
financebench_toon_recursive_256_claude,26f217f,2026-07-30T15:13:38+00:00,core,financebench,toon,recursive,256,claude,0,0,41,133,50,0.96,0.8707,0.8934,0.919,0.8477,0.8746,0.8882,0.9452,32299,1263.3,1320.0,136.1,1263.3,34.98,-1.07,2.43,4.16,0.64215
financebench_yaml_recursive_256_gpt,26f217f,2026-07-30T15:46:54+00:00,core,financebench,yaml,recursive,256,gpt,0,0,41,133,50,0.96,0.905,0.9191,0.895,0.7968,0.8876,0.8809,0.9604,31791,1288.0,1344.7,92.2,1288.0,34.98,0.52,3.01,5.36,0.6507
financebench_yaml_recursive_256_claude,26f217f,2026-07-30T15:46:54+00:00,core,financebench,yaml,recursive,256,claude,0,0,41,133,50,0.96,0.905,0.9191,0.959,0.8833,0.8707,0.9137,0.9468,31791,1288.0,1344.7,141.5,1288.0,34.98,0.52,2.49,4.33,0.6507
financebench_json_recursive_512_gpt,26f217f,2026-07-30T16:20:37+00:00,core,financebench,json,recursive,512,gpt,0,0,41,78,50,1.0,0.889,0.9173,0.903,0.844,0.8922,0.8923,0.9644,26964,2209.2,2265.9,98.8,2209.2,20.03,,2.29,5.24,0.92585
financebench_json_recursive_512_claude,26f217f,2026-07-30T16:20:37+00:00,core,financebench,json,recursive,512,claude,0,0,41,78,50,1.0,0.889,0.9173,0.971,0.8824,0.8778,0.9091,0.9547,26964,2209.2,2265.9,138.2,2209.2,20.03,,2.43,3.95,0.92585
financebench_toon_recursive_512_gpt,26f217f,2026-07-30T16:51:57+00:00,core,financebench,toon,recursive,512,gpt,0,0,41,78,50,1.0,0.879,0.9099,0.912,0.8498,0.8943,0.8723,0.9636,27165,2138.3,2195.0,98.4,2138.3,20.03,-0.75,2.21,5.0,0.90515
