a,b,n,diff,p_raw,test,p_holm,sig
json,yaml,48,-0.013137499999999988,0.0003081748004976818,Wilcoxon,0.0009245244014930453,***
json,toon,48,-0.009474999999999997,0.04606786253022806,Wilcoxon,0.09213572506045611,ns
toon,yaml,48,-0.00366249999999999,0.1510591509098891,Wilcoxon,0.1510591509098891,ns
