a,b,n,diff,p_raw,test,p_holm,sig
json,toon,48,0.014291666666666656,6.195623940626523e-05,Wilcoxon,0.0001858687182187957,***
toon,yaml,48,-0.0067729166666666675,0.07630555939406322,Wilcoxon,0.15261111878812644,ns
json,yaml,48,0.007518749999999988,0.10621593711035653,Wilcoxon,0.15261111878812644,ns
