a,b,n,diff,p_raw,test,p_holm,sig
json,yaml,24,-0.016991666666666665,0.0028181639976176576,Wilcoxon,0.008454491992852973,**
toon,yaml,24,-0.00681666666666667,0.14984755404725067,Wilcoxon,0.29969510809450134,ns
json,toon,24,-0.010174999999999995,0.17873740941968186,Wilcoxon,0.29969510809450134,ns
